Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
brb7RGjkwQH6LGAn9,Purgatory,Flower,2017-09-28,2017-09-28,48,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.51,0.02,0.06,0.07,0.02,0.28,0.59,0.01,0.12,0.1,0.01,0.0,,1.26,0.01,17.69,0.01,0.42,0.4,0.01,,,0.87,0.08,0.13,11.58
breg76wPg5jgQLS5B,Ghost Train Haze - AS,Flower,2017-02-16,2017-02-16,12,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.57,0.0,0.0,0.11,0.03,0.04,0.24,0.0,0.09,0.15,0.01,0.0,,25.4,,,0.27,0.11,,0.15,,,,3.6,0.26,
bwFXEtWyg8AfskMox,Garlic Cookies,Flower,2017-11-11,2017-11-11,148,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.03,0.14,0.05,0.0,0.37,0.47,0.0,0.08,0.59,0.0,0.0,,0.56,0.01,31.14,0.01,0.01,0.23,0.01,,,1.61,0.09,0.06,9.34
c5ZfdSrBendmTTShx,Spicy White Devil,Flower,2016-01-11,2016-01-12,175,,,0.0,0.0,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.47,0.03,0.1,0.22,0.02,0.26,0.37,0.08,0.12,0.02,0.02,0.0,,18.0,,,0.05,0.06,,0.01,,,,0.2,0.07,13.0
cBNuvzHEdtBdqkNF4,Romulan,Flower,2017-05-04,2017-05-06,155,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.12,0.0,0.0,0.25,0.62,0.0,0.0,0.09,0.0,0.0,19.5,0.3,,,0.0,0.0,0.0,0.0,,,0.97,0.0,0.03,11.0
cDgHkiubxg3LoDhtd,Salmon River OG,Flower,2017-12-06,2017-12-06,,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.02,0.04,0.0,0.06,0.0,0.09,0.03,0.12,0.08,0.54,0.0,0.0,,0.45,0.01,18.63,0.01,0.01,0.01,0.01,,,1.06,0.18,0.01,10.55
cEqbmnCWWASnmdvk5,Incredible Bulk,Flower,2017-03-13,2017-03-14,229,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.36,0.02,0.0,0.28,0.0,0.01,0.0,0.01,0.17,0.06,0.0,0.0,,11.6,,,0.08,0.11,,0.14,,,,1.33,0.27,11.0
cFau5GeKsrsgftuhv,A.S. Rhory 1,Flower,2017-08-18,2017-08-18,12,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.02,0.03,0.0,0.06,0.0,0.09,0.06,0.11,0.09,0.57,0.0,0.0,,0.56,0.01,30.45,0.01,0.01,0.46,0.01,,,2.09,0.09,0.01,10.55
cGwDCYvazXYRZznGk,Venom OG - EH,Flower,2017-01-21,2017-01-24,50,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.08,0.03,0.0,0.3,0.68,0.0,0.06,0.35,0.0,0.0,,21.6,,,0.14,0.12,,0.13,,,,0.91,0.24,11.0
cHhLyoB7JXgAcWAbG,Duct Tape,Flower,2016-06-15,2016-06-16,142,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.04,0.0,0.38,0.25,0.0,0.07,0.31,0.0,0.0,,17.6,,,0.11,0.14,,0.17,,,,0.8,0.18,12.0
cKMMDFukfjXuohPzn,Skywalker OG - 1,Flower,2016-12-09,2016-12-12,184,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.07,0.24,0.05,0.0,0.77,0.38,0.0,0.09,0.46,0.0,0.0,,23.8,,,0.14,0.12,,0.15,,,,1.17,0.21,14.0
cKYwfGvXMhJgze7pN,Blue Dream 2,Flower,2016-03-09,2016-03-11,,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,16.5,,,0.03,0.04,,0.0,,,,0.3,0.21,13.0
cKudRH9tRMDFb8Poz,Organic Illudium,Flower,2016-03-11,2016-03-11,4,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.03,0.07,0.04,0.0,0.2,0.02,0.0,0.08,0.35,0.0,0.0,,15.3,,,0.09,0.02,,0.0,,,,1.08,0.16,13.0
cNpCuKgrGzp56NyJt,Plushberry,Flower,2016-02-04,2016-02-05,156,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.02,0.1,0.0,0.07,0.16,0.0,0.04,0.03,0.0,0.0,,14.5,,,0.04,0.04,,0.01,,,,0.53,0.03,11.0
cQ4pqbCCik4z4fjDn,Somango Widow,Flower,2015-06-15,2015-06-17,5,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.03,0.0,0.1,0.15,0.0,0.07,0.15,0.0,0.0,,20.8,,,0.05,0.08,,0.02,,,,0.45,0.17,13.0
cXubiCnWoHg7bieiH,Bruce Banner 3 - Bottom Buds,Flower,2016-02-04,2016-02-05,171,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.09,0.0,0.02,0.16,0.0,0.04,0.04,0.0,0.0,,3.1,,,0.0,0.01,,5.5,,,,0.12,0.02,9.0
cdtQzbHr82CxWpc2T,Sour OG r1,Flower,2018-01-10,2018-01-10,,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.07,0.14,0.04,0.0,0.45,0.39,0.0,0.05,0.19,0.0,0.0,,0.5,0.01,21.73,0.01,0.01,0.01,0.01,,,0.69,0.11,0.01,12.16
ce5swm3GJ2u7dzX5c,Deathstar (Ohio Cut),Flower,2016-03-25,2016-03-29,,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,20.7,,,0.07,0.04,,0.01,,,,0.82,0.56,11.0
cfPFMQCyz3gJka9bQ,Forum Cookies,Flower,2016-04-15,2016-04-15,222,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,29.0,,,0.15,0.23,,0.25,,,,1.89,0.64,12.0
cgdFuEvnJZsZJRYYh,Triangle Kush,Flower,2017-03-14,2017-03-15,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.02,0.02,0.02,0.0,0.13,0.18,0.0,0.04,0.2,0.0,0.0,,17.7,,,0.09,0.12,,0.18,,,,0.98,0.14,11.0
cituASaPhsNLmpEho,OBTK 4,Flower,2016-12-23,2016-12-29,37,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.04,0.03,0.0,0.2,0.18,0.0,0.07,0.53,0.0,0.0,,21.2,,,0.21,0.1,,0.13,,,,1.06,0.21,11.0
cmPj6dtuBzJEPdYFL,Super Pebbles,Flower,2018-05-17,2018-05-17,64,0.0,0.0,,,,0.04,0.02,0.0,0.0,0.08,0.0,0.0,0.06,0.0,0.43,0.0,0.05,0.08,0.03,0.14,0.14,0.0,0.11,0.15,0.03,0.01,,0.52,0.01,19.31,0.01,0.01,0.35,0.01,,,1.27,0.01,0.01,12.72
cmoNXsq5m8Eb5GPBx,The Mystery - Batch Test - 4,Flower,2016-02-09,2016-02-11,2,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.13,0.0,0.0,0.04,0.13,0.06,0.0,0.33,0.2,0.0,0.07,0.29,0.0,0.0,,18.3,,,0.02,0.05,,0.03,,,,0.74,0.04,10.0
cqKocFredktZgPHRS,LA OG,Flower,2016-03-09,2016-03-11,,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,27.2,,,0.12,0.1,,0.0,,,,1.36,0.38,15.0
crGSssYNdw3EmzoGR,Cosmic Queen #1,Flower,2018-03-05,2018-03-05,159,0.0,0.05,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.02,0.03,0.18,0.05,0.0,0.28,0.18,0.0,0.06,0.24,0.01,0.0,,1.99,0.01,26.66,0.01,0.01,0.33,0.01,,,1.25,0.21,0.04,9.09
ctD8BfQkjqbDutSyY,8,Flower,2017-02-20,2017-02-22,200,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.04,0.12,0.06,0.0,0.45,0.22,0.0,0.11,0.67,0.0,0.0,,21.6,,,0.1,0.0,,0.14,,,,0.77,0.22,12.0
cvK5TaPwEyYwcYNbL,Miss Tree #1,Flower,2016-04-07,2016-04-08,153,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.07,0.0,0.04,0.04,0.51,0.04,0.11,0.0,0.0,,12.7,,,0.22,0.24,,0.4,,,,3.77,0.87,13.0
cw7diPfTS5kHzsvDQ,Agent Orange 1,Flower,2017-03-31,2017-04-04,93,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.01,0.69,0.0,0.07,0.07,0.0,0.0,,21.0,,,0.21,0.18,,0.16,,,,0.68,0.34,12.0
cxqrJkiPNjvft4aZz,Cookies,Flower,2015-08-22,2015-08-28,230,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.25,0.03,0.0,0.6,0.1,0.0,0.06,0.27,0.0,0.0,,19.2,,,0.04,0.07,,0.01,,,,0.56,0.17,13.0
cynRu48N7RuDSXbw7,Pineapple Chunk,Flower,2017-04-15,2017-04-17,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.39,0.02,0.02,0.04,0.0,0.15,0.1,0.05,0.07,0.08,0.0,0.0,,21.1,,,0.14,0.09,,0.15,,,,1.96,0.26,11.0
czgd3zpADDimYTFt2,7,Flower,2017-02-20,2017-02-25,200,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.2,0.04,0.0,0.64,0.31,0.0,0.09,0.55,0.0,0.0,,26.8,,,0.13,0.08,,0.15,,,,1.07,0.25,
d4o67DrGnJLiXxCKC,SBK-6-10,Flower,2016-05-24,2016-05-25,110,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.07,0.06,0.0,0.23,0.72,0.0,0.1,0.58,0.0,0.0,,25.3,,,0.19,0.21,,0.31,,,,0.55,0.37,12.0
d6o4zyBG5a6vq6EnY,Chernobyl,Flower,2017-11-15,2017-11-15,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.09,0.22,0.02,0.0,0.61,0.25,0.0,0.04,0.25,0.0,0.0,,0.6,0.01,22.85,0.01,0.01,0.26,0.01,,,1.08,0.07,0.16,11.26
d6w4yJNt4orrtwgLc,San Fernado Valley,Flower,2017-04-06,2017-04-08,17,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.13,0.02,0.0,0.41,0.17,0.0,0.04,0.36,0.0,0.0,,27.3,,,0.25,0.09,,0.21,,,,1.47,0.29,13.0
d6zSagrogzEFL3Pmd,SSDD #3,Flower,2017-01-13,2017-01-14,50,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.03,0.05,0.03,0.0,0.19,0.03,0.0,0.07,0.47,0.0,0.0,,22.0,,,0.14,0.09,,0.13,,,,0.91,0.26,13.0
d7qvafXiRvi4LKK6M,Immaculate OG #1,Flower,2016-02-24,2016-02-25,169,,,0.0,0.0,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.06,0.28,0.0,0.0,0.7,0.79,0.19,0.0,0.0,0.0,0.0,,17.9,,,0.05,0.06,,0.03,,,,1.04,0.06,12.0
dB4YFNBYsgHupynvT,Sour Kosher Kush - 1 - TCHC,Flower,2016-05-03,2016-05-03,37,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.02,0.12,0.09,0.0,0.27,0.1,0.0,0.14,0.62,0.0,0.0,,13.6,,,0.11,0.21,,0.29,,,,0.3,0.39,11.0
dBiYToazedbZZ9WS8,Rosaberry #1,Flower,2017-12-06,2017-12-06,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.05,0.0,0.01,0.04,0.0,0.12,0.0,0.03,0.42,0.0,0.06,0.06,0.0,0.0,,0.35,0.01,7.76,0.01,0.01,7.77,0.34,,,0.01,0.14,0.03,12.25
dFD9wqRC68D8YZsci,Banana OG 1,Flower,2016-06-30,2016-07-01,34,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.01,0.08,0.08,0.0,0.24,0.4,0.0,0.13,0.69,0.0,0.0,,24.0,,,0.1,0.13,,0.17,,,,0.6,0.3,12.0
dFhYNYa2BTrMzZRZq,Cookie Kush - Batch Test - 4,Flower,2016-02-09,2016-02-11,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.07,0.06,0.0,0.17,0.48,0.09,0.02,0.01,0.0,0.0,,15.8,,,0.03,0.03,,0.0,,,,1.53,0.04,11.0
dJdbtzETajRkLfArZ,Chem Bubble,Flower,2017-05-05,2017-05-09,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.11,0.19,0.03,0.0,0.02,0.0,0.0,14.0,0.4,,,0.0,0.0,0.0,0.0,,,0.8,0.09,0.0,11.0
dKMhp4uvTszh6wjFQ,Organic Purple Death star,Flower,2018-01-15,2018-01-15,140,0.0,0.0,,,,0.06,0.02,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.76,0.02,0.06,0.11,0.04,0.14,0.67,0.26,0.18,0.19,0.04,0.02,,0.76,0.01,28.54,0.01,0.01,0.31,0.01,,,1.58,0.13,0.03,11.63
dLzQsEKoYo4csSeNz,(OG Chem x GDP) x GSC # 1,Flower,2015-06-18,2015-06-22,154,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.03,0.15,0.07,0.0,0.59,0.13,0.0,0.08,0.33,0.0,0.0,,17.4,,,0.01,0.05,,0.01,,,,0.3,0.13,18.0
dPrhjtoN7QX4yuPnF,GMO,Flower,2016-02-11,2016-02-12,196,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.01,0.04,0.28,0.08,0.0,0.5,0.49,0.0,0.09,0.59,0.0,0.0,,32.3,,,0.04,0.03,,0.01,,,,1.08,0.11,9.0
dR2eDEThSAPDXqELf,Wicked Step Sister,Flower,2017-01-28,2017-01-30,21,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.02,0.16,0.01,0.0,0.43,0.26,0.02,0.03,0.2,0.0,0.0,,16.9,,,0.55,0.16,,0.16,,,,0.97,0.34,13.0
dRLAaHST5A5BF5udz,Super Lemon Haze,Flower,2016-12-21,2016-12-22,231,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.41,0.02,0.01,0.04,0.0,0.19,0.21,0.2,0.07,0.05,0.0,0.0,,17.7,,,0.11,0.09,,0.12,,,,1.24,0.22,
dW7knszZuAzzcgHGw,Jedi Kush,Flower,2017-01-17,2017-01-19,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.12,0.0,0.19,2.58,0.68,0.0,0.09,0.0,0.0,,17.4,,,0.11,0.09,,0.13,,,,1.93,0.26,13.0
dWRzpfYcMvQgozEhi,Dirty Star - 9,Flower,2015-12-21,2015-12-22,148,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.04,0.06,0.08,0.0,0.23,0.5,0.03,0.1,0.43,0.0,0.0,,19.1,,,1.32,0.04,,0.01,,,,1.04,0.21,11.0
dYpy7jD4fC3myefWh,Cookie Kush - Batch Test - 2,Flower,2016-02-09,2016-02-11,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.05,0.05,0.0,0.14,0.45,0.06,0.02,0.01,0.0,0.0,,15.7,,,0.04,0.03,,0.01,,,,0.96,0.05,11.0
dZ2nk8QMEjbkbLwWm,Orange Crush,Flower,2017-09-28,2017-09-28,48,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.11,0.0,0.01,0.03,0.0,0.01,0.0,0.05,0.66,0.07,0.02,0.09,0.0,0.0,,0.24,0.01,10.42,0.01,0.01,0.39,0.01,,,0.34,0.01,0.01,11.09
dZJyW9PALbYuer8Xd,Chem Dog Sour Diesel,Flower,2017-05-05,2017-05-09,232,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.01,0.34,0.0,0.09,0.39,0.0,0.14,0.05,0.0,0.0,21.5,0.4,,,0.0,0.0,0.14,0.0,,,1.65,0.14,0.0,11.0
dZX8rAbSoso99wuwF,Green Crippler,Flower,2017-05-22,2017-05-25,36,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.05,0.02,0.0,0.18,0.2,0.0,0.04,0.31,0.0,0.0,18.9,0.23,,,0.0,0.0,0.0,0.0,,,1.75,0.16,0.0,12.0
daDvshxrHybhJuHJn,Somango Widow,Flower,2015-11-17,2015-11-18,5,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.08,0.08,0.03,0.0,0.28,0.14,0.0,0.06,0.26,0.0,0.0,,17.6,,,0.04,0.04,,0.02,,,,0.42,0.1,13.0
dfqWcZrYHtmHYFvEw,OG Jam,Flower,2015-09-18,2015-09-18,,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.03,0.13,0.04,0.0,0.32,0.27,0.0,0.07,0.31,0.0,0.0,,22.6,,,0.18,0.14,,0.03,,,,0.61,0.27,12.0
dofKAgZv7XwsPMQje,Deathbear OG,Flower,2017-06-30,2017-06-30,163,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0.05,0.03,0.06,0.0,0.18,0.41,0.0,0.1,0.54,0.0,0.0,,0.92,0.01,26.41,0.01,0.01,0.18,0.01,,,0.89,0.04,0.01,12.5
dsXoDPmLdDHj2zDDs,Dumpster,Flower,2016-11-30,2016-12-02,64,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.03,0.0,0.06,0.0,0.05,0.28,0.1,0.02,0.03,0.0,0.0,,9.0,,,0.2,0.12,,0.11,,,,0.28,0.21,10.0
dwgoNYS4An9QTpSgq,Flo OG A,Flower,2017-05-15,2017-05-17,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.05,0.0,0.08,0.09,0.0,0.04,0.23,0.0,0.0,16.7,0.34,,,0.0,0.0,0.0,0.0,,,0.94,0.1,0.0,10.0
dxgozqzqZfMzKtnSc,OG Cubed,Flower,2015-08-17,2015-08-21,154,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.08,0.23,0.25,0.0,0.66,0.74,0.0,0.13,0.17,0.0,0.0,,22.9,,,0.0,0.0,,0.0,,,,0.0,0.0,17.0
e43dX9oyoqKFh9Q9Q,Wizzard Glue #3,Flower,2017-08-02,2017-08-02,12,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.03,0.02,0.0,0.19,0.4,0.0,0.04,0.15,0.0,0.0,,1.25,0.01,17.36,0.01,0.01,0.01,0.01,,,0.3,0.01,0.01,10.13
e5LnYfvbbnrRS8RNE,Platinum Cookies - 16.7,Flower,2016-12-02,2016-12-05,127,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.03,0.24,0.03,0.0,0.54,0.07,0.0,0.06,0.44,0.0,0.0,,18.2,,,0.07,0.09,,0.15,,,,1.58,0.51,16.0
e5mbWYGTEi9f46NWr,Bella Donna #2,Flower,2016-12-02,2016-12-05,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.05,0.0,0.0,0.15,0.19,0.01,0.05,0.0,0.0,,6.6,,,0.0,0.14,,0.29,,,,0.95,0.47,14.0
e6L5278bAnZpijzao,Legend OG,Flower,2017-11-10,2017-11-10,,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.02,0.03,0.18,0.05,0.0,0.52,0.38,0.0,0.07,0.4,0.0,0.0,,1.15,0.01,27.95,0.01,0.01,0.26,0.01,,,1.17,0.01,0.07,13.31
e7fN7T5fqkonp5Bwa,24 K Gold #5,Flower,2016-02-11,2016-02-12,165,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.28,0.0,0.0,0.05,0.11,0.05,0.0,0.31,0.17,0.0,0.09,0.38,0.0,0.0,,26.2,,,0.23,0.03,,0.08,,,,1.37,0.08,12.0
e9Jx2xyFRbiPk4ccu,Gorilla Glue #4,Flower,2017-05-02,2017-05-02,72,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.18,0.0,0.0,0.59,0.23,0.0,0.02,0.27,0.0,0.0,28.4,0.8,,,0.0,0.0,0.0,0.0,,,1.0,0.1,0.04,
e9cBStPvbqGYFKAvX,OG,Flower,2016-03-09,2016-03-11,169,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,22.0,,,0.07,0.06,,0.0,,,,0.86,0.2,13.0
eAKf6WgZyZafKvNw8,Romulan - 1,Flower,2016-06-22,2016-06-23,80,,,0.0,0.0,,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.27,0.02,0.0,0.83,0.14,0.0,0.04,0.23,0.0,0.0,,27.9,,,0.26,0.14,,0.2,,,,1.43,0.84,11.0
eBENyFBXahLGRuqxp,Grape Stomper x Tangerine Dream,Flower,2016-12-29,2016-12-30,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.1,0.03,0.0,0.34,0.06,0.0,0.07,0.33,0.0,0.0,,18.3,,,0.1,0.18,,0.16,,,,1.46,0.23,14.0
eCuWjF456SRkEekCM,Golden Goat,Flower,2018-03-13,2018-03-13,12,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.09,0.0,0.02,0.02,0.05,0.29,0.02,0.13,0.63,0.0,0.15,0.27,0.01,0.0,,0.81,0.01,18.39,0.01,0.01,0.34,0.01,,,0.2,0.12,0.01,9.13
eD86M8awkQj8Etyce,Heavy Duty Fruity,Flower,2016-11-23,2016-11-29,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.12,0.03,0.0,0.39,0.35,0.0,0.06,0.36,0.0,0.0,,18.0,,,0.0,0.14,,0.15,,,,1.22,0.16,12.0
eF9St9jsRHNxiT6sM,Tangerine Haze West,Flower,2018-02-27,2018-02-27,,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.12,0.0,0.02,0.05,0.08,0.17,0.0,0.23,0.15,0.08,0.14,0.6,0.01,0.0,,0.22,0.01,19.9,0.01,0.01,0.01,0.01,,,0.84,0.01,0.01,10.63
eFJz2mX3wciydesDT,Orange Dream,Flower,2016-06-21,2016-06-22,64,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.08,0.0,0.0,0.0,0.05,0.04,0.0,0.12,1.01,0.0,0.08,0.4,0.0,0.0,,18.7,,,0.08,0.12,,0.18,,,,0.45,0.29,12.0
eGBJMtRjq3RumJWwz,Gorilla Glue,Flower,2015-12-29,2015-12-31,,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,16.4,,,0.03,0.07,,0.01,,,,0.06,0.08,13.0
eKZntXD9rYneL6qz2,Apollo Creed,Flower,2017-09-28,2017-09-28,48,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.09,0.0,0.01,0.04,0.06,0.01,0.0,0.27,0.69,0.03,0.01,0.06,0.0,0.0,,0.26,0.01,13.95,0.01,0.01,0.44,0.01,,,0.95,0.01,0.07,9.32
eNrhCDZGZYi2b8A6g,OG 18,Flower,2017-03-15,2017-03-17,48,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.01,0.07,0.06,0.0,0.23,0.26,0.0,0.11,0.53,0.0,0.0,,23.9,,,0.14,0.0,,0.15,,,,1.15,0.22,13.0
eQ5QhPKiPr5JaoF29,Ultra Sour,Flower,2016-07-26,2016-07-28,233,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.02,0.0,0.24,0.78,0.0,0.03,0.21,0.0,0.0,,16.57,,,0.07,0.1,,0.16,,,,0.42,0.2,17.0
eS5RdybKSCnyBkFcp,Hindu Kush,Flower,2017-05-19,2017-05-23,145,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.01,0.0,0.0,0.16,0.02,0.0,0.01,0.05,0.0,0.0,14.1,0.4,,,0.0,0.0,0.0,0.0,,,0.62,0.0,0.0,17.0
